"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2007,2.070724,38,12,0,2.519238,2.520667,2.093914,-0.448514,-0.0014289999999999,0.02319,4.174691,4.387877,-0.213185999999999,2006
2008,1.135818,31,6,0,1.139882,1.137051,1.144075,-0.00406400000000007,0.00283100000000003,0.00825699999999996,2.838549,2.033439,0.80511,2007
2007,1.469606,32,4,0,1.202556,1.233156,1.456111,0.26705,-0.0306,-0.013495,2.884319,2.329334,0.554985,2006
2007,2.243941,34,6,0,2.174986,2.219805,2.255087,0.0689549999999999,-0.0448189999999999,0.0111460000000001,3.09458,3.345048,-0.250468,2006
2006,1.080808,31,6,0,1.358959,1.467485,1.061724,-0.278151,-0.108526,-0.0190840000000001,2.514133,2.50051,0.0136230000000004,2005
2007,1.418242,34,4,0,1.109471,1.137099,1.426258,0.308771,-0.027628,0.00801600000000002,3.969498,2.523359,1.446139,2006
2006,2.603396,37,12,1,1.984264,1.958862,2.578696,0.619132,0.0254019999999999,-0.0247000000000002,3.107557,3.427172,-0.319615,2005
2004,1.079082,32,6,0,1.205212,1.230956,1.062618,-0.12613,-0.025744,-0.016464,2.944413,2.865839,0.0785740000000001,2003
2008,1.023921,34,9,1,1.436043,1.402694,1.310133,-0.412122,0.0333489999999999,0.286212,3.373325,3.503522,-0.130197,2007
2007,1.536715,39,16,1,1.223887,1.056592,1.511115,0.312828,0.167295,-0.0256000000000001,2.350144,2.022143,0.328001,2006
2008,1.704622,40,16,0,2.467708,2.626625,1.139434,-0.763086,-0.158917,-0.565188,2.345796,3.865279,-1.519483,2007
2008,1.578559,34,6,0,1.309324,1.345008,1.530475,0.269235,-0.035684,-0.048084,3.342368,3.478747,-0.136379,2007
2007,2.303786,41,12,0,2.305808,2.341996,2.304178,-0.00202199999999975,-0.0361880000000001,0.000391999999999726,3.855191,1.973035,1.882156,2006
2007,1.579684,33,9,0,1.417166,1.457347,1.48081,0.162518,-0.040181,-0.0988740000000001,3.09458,3.345048,-0.250468,2006
2005,1.061511,28,6,1,1.213786,1.128833,1.062522,-0.152275,0.0849530000000001,0.00101099999999987,2.165997,3.01703,-0.851033,2004
2008,1.638878,32,9,1,1.722348,1.663572,1.661251,-0.0834699999999999,0.0587759999999999,0.022373,3.65206,3.460673,0.191387,2007
2005,2.122204,33,16,1,2.074358,1.855077,2.088456,0.0478459999999998,0.219281,-0.0337480000000001,3.535037,3.037527,0.49751,2004
2008,0.8931478,46,6,1,1.176043,1.109599,1.100537,-0.2828952,0.0664439999999999,0.2073892,2.030835,2.881533,-0.850698,2007
2004,0.9219661,33,6,1,1.059544,1.060835,0.9238519,-0.1375779,-0.00129099999999993,0.00188579999999994,2.237179,2.370879,-0.1337,2003
2007,2.627001,42,12,0,2.529262,2.425183,2.742689,0.0977389999999998,0.104079,0.115688,4.176683,2.787509,1.389174,2006
2007,1.108608,31,6,1,1.16753,1.010849,1.141327,-0.0589219999999999,0.156681,0.0327189999999999,2.285692,2.820797,-0.535105,2006
2007,0.9607981,31,4,1,0.8422518,0.8457341,1.006225,0.1185463,-0.00348230000000005,0.0454268999999999,1.822942,2.154106,-0.331164,2006
2008,1.006225,31,6,1,1.002035,0.9511558,0.9585662,0.00418999999999992,0.0508792,-0.0476587999999999,2.321156,1.831004,0.490152,2007
2008,1.053316,31,9,1,1.412528,1.428594,1.083345,-0.359212,-0.0160659999999999,0.0300290000000001,2.860246,2.506672,0.353574,2007
2008,1.497399,31,6,0,1.447718,1.447206,1.505399,0.0496809999999999,0.000512000000000068,0.00800000000000001,2.447073,3.98041,-1.533337,2007
2004,1.178287,31,6,0,1.226832,1.230956,0.9438905,-0.0485449999999998,-0.00412400000000002,-0.2343965,2.691091,3.478076,-0.786985,2003
2008,0.9483852,33,9,1,1.092819,1.111585,1.139434,-0.1444338,-0.0187660000000001,0.1910488,1.982922,2.251179,-0.268257,2007
2005,1.467709,35,12,1,1.443703,1.444097,1.497009,0.024006,-0.000394000000000005,0.0293000000000001,3.098244,3.09458,0.00366400000000011,2004
2008,1.541897,31,6,0,1.105741,1.335813,1.566878,0.436156,-0.230072,0.0249809999999999,3.096461,2.617328,0.479133,2007
2005,2.788016,34,16,1,2.476964,2.458668,2.859058,0.311052,0.0182960000000003,0.0710420000000003,3.954762,2.640805,1.313957,2004
2008,2.402947,40,16,1,2.507545,2.567264,2.477679,-0.104598,-0.0597190000000003,0.074732,3.163942,3.711224,-0.547282,2007
2006,1.4852,37,12,0,1.784681,2.329862,1.703785,-0.299481,-0.545181,0.218585,3.75062,3.463292,0.287328,2005
2008,1.504392,33,4,0,1.325626,1.348055,1.536611,0.178766,-0.022429,0.032219,3.208411,3.083208,0.125203,2007
2008,2.631463,43,16,0,2.660778,2.38677,2.639463,-0.029315,0.274008,0.00800000000000001,3.268788,3.773058,-0.50427,2007
2004,1.927025,33,12,1,1.722941,1.757385,2.244757,0.204084,-0.0344439999999999,0.317732,2.358875,3.896999,-1.538124,2003
2006,1.182428,38,12,0,1.508535,1.332549,1.152167,-0.326107,0.175986,-0.0302610000000001,3.327554,3.441148,-0.113594,2005
2006,1.130882,31,6,0,1.143505,1.170582,1.244046,-0.0126230000000001,-0.027077,0.113164,3.04843,2.530676,0.517754,2005
2004,1.154514,43,6,1,1.178214,1.210714,1.185239,-0.0237000000000001,-0.0325,0.0307249999999999,2.876455,3.492573,-0.616118,2003
2004,1.006789,31,6,1,0.9655651,0.9390945,0.9752442,0.0412239,0.0264705999999999,-0.0315447999999999,2.261014,2.332308,-0.071294,2003
2005,1.049815,34,4,1,1.204575,1.109179,1.051734,-0.15476,0.095396,0.001919,2.165997,3.01703,-0.851033,2004
2005,2.58816,50,6,1,2.500168,2.506752,1.99752,0.0879919999999998,-0.00658400000000015,-0.59064,2.045135,1.732858,0.312277,2004
2005,1.061511,27,6,1,1.214832,1.128833,1.062522,-0.153321,0.0859989999999999,0.00101099999999987,2.165997,3.01703,-0.851033,2004
2008,1.506937,35,12,0,1.277767,1.295888,1.128975,0.22917,-0.0181209999999998,-0.377962,3.606747,3.56336,0.0433870000000001,2007
2007,1.609545,32,9,0,1.835984,1.872098,1.583945,-0.226439,-0.036114,-0.0256000000000001,3.381049,3.274099,0.10695,2006
2004,1.287945,31,9,0,1.431893,1.403902,1.273978,-0.143948,0.0279910000000001,-0.0139669999999998,3.457671,3.459424,-0.00175299999999989,2003
2006,0.9867616,31,4,1,1.03679,1.037559,0.9604359,-0.0500284000000001,-0.000768999999999798,-0.0263257,1.969232,2.219674,-0.250442,2005
2006,1.54058,32,9,0,1.680522,1.697933,1.877089,-0.139942,-0.0174109999999998,0.336509,2.731506,2.849007,-0.117501,2005
2007,1.617746,39,12,0,1.678867,1.62292,1.628806,-0.0611210000000002,0.0559470000000002,0.0110600000000001,3.733745,2.739861,0.993884,2006
2008,1.669521,34,6,0,1.37945,1.390963,1.735826,0.290071,-0.0115129999999999,0.0663050000000001,3.460416,2.734683,0.725733,2007
2008,0.9857327,30,4,1,1.166084,1.229261,0.9692011,-0.1803513,-0.063177,-0.0165316,2.043532,2.617328,-0.573796,2007
2007,1.530894,31,6,1,1.385023,1.409348,1.475669,0.145871,-0.0243250000000002,-0.0552250000000001,3.09458,3.098244,-0.00366400000000011,2006
2008,1.881868,33,4,0,1.885392,1.970717,1.965535,-0.00352399999999986,-0.0853250000000001,0.0836669999999999,2.613722,2.578852,0.0348700000000002,2007
2006,1.048104,31,9,0,1.090891,1.082559,1.054624,-0.0427870000000001,0.00833200000000001,0.00652000000000008,2.216163,2.045562,0.170601,2005
2007,0.8804656,33,6,0,1.081371,1.082923,0.9094461,-0.2009054,-0.001552,0.0289805000000001,2.187163,1.879928,0.307235,2006
2007,1.037431,35,4,1,0.8682387,0.8995569,1.024052,0.1691923,-0.0313182,-0.013379,2.376773,2.358408,0.0183650000000002,2006
2004,1.62692,31,9,0,1.648217,1.680717,1.628913,-0.0212970000000001,-0.0325,0.00199300000000013,3.524836,3.878125,-0.353289,2003
2008,1.436563,36,9,0,1.235677,1.306897,1.473306,0.200886,-0.0712200000000001,0.036743,2.739861,2.78851,-0.0486490000000002,2007
2007,1.194029,30,4,0,1.213602,1.247672,1.168429,-0.0195730000000001,-0.0340699999999998,-0.0256000000000001,3.278671,3.202346,0.0763250000000002,2006
2008,1.719092,32,9,0,1.022983,1.094203,1.7178,0.696109,-0.0712200000000001,-0.00129200000000007,3.737955,2.571451,1.166504,2007
2005,2.470795,33,16,0,2.127946,1.990906,2.445142,0.342849,0.13704,-0.0256529999999997,3.171625,3.416856,-0.245231,2004
2008,1.045284,33,6,1,0.9824055,0.9027236,1.187068,0.0628785000000001,0.0796819000000001,0.141784,1.979384,1.921934,0.05745,2007
2007,1.167506,33,6,0,1.083018,1.153494,1.414561,0.0844879999999999,-0.070476,0.247055,3.929435,2.789616,1.139819,2006
2005,1.767849,32,12,0,1.762429,1.61758,1.780047,0.00541999999999998,0.144849,0.0121979999999999,3.14215,2.97226,0.16989,2004
2004,1.336835,29,6,0,1.301063,1.308427,1.333067,0.0357719999999999,-0.00736399999999993,-0.00376799999999999,2.866068,2.797909,0.0681589999999996,2003
2007,2.183551,36,12,1,2.183422,2.220336,2.162086,0.000128999999999824,-0.0369139999999999,-0.0214650000000001,3.855191,1.973035,1.882156,2006
2007,1.522999,34,4,0,1.354486,1.34087,1.67903,0.168513,0.0136160000000001,0.156031,3.09458,3.345048,-0.250468,2006
2008,1.900043,33,12,0,1.325777,1.328359,1.910612,0.574266,-0.00258200000000008,0.0105690000000001,3.602236,2.715929,0.886307,2007
2007,1.415389,32,6,0,1.744417,1.334705,1.389789,-0.329028,0.409712,-0.0256000000000001,3.291583,3.163428,0.128155,2006
2005,1.061511,31,6,1,1.214832,1.128833,1.062522,-0.153321,0.0859989999999999,0.00101099999999987,2.165997,3.01703,-0.851033,2004
2005,1.491457,31,9,0,1.796409,1.765008,1.511745,-0.304952,0.031401,0.0202879999999999,3.365641,3.030021,0.33562,2004
2007,1.519149,33,9,1,1.534099,1.495543,1.555145,-0.01495,0.038556,0.0359959999999999,3.09458,3.098244,-0.00366400000000011,2006
2004,0.9321467,34,4,1,0.9501966,0.9469849,0.9716976,-0.0180499,0.00321169999999993,0.0395509000000001,2.209257,3.331137,-1.12188,2003
2006,1.396259,28,6,1,1.396581,1.296678,1.371586,-0.000322000000000155,0.0999030000000001,-0.0246729999999999,3.2665,1.875205,1.391295,2005
2008,1.470102,32,9,0,1.489701,1.507747,1.590976,-0.0195989999999999,-0.018046,0.120874,2.634256,4.418262,-1.784006,2007
2007,1.178618,31,9,0,1.139017,1.142302,1.182819,0.039601,-0.00328499999999998,0.00420100000000012,2.430204,2.553365,-0.123161,2006
2004,1.626358,29,6,0,1.250198,1.235093,1.577555,0.37616,0.0151049999999999,-0.0488029999999999,4.158393,2.638653,1.51974,2003
2008,1.092504,39,4,0,1.056493,0.9002756,1.128465,0.036011,0.1562174,0.0359610000000001,2.013797,2.328067,-0.31427,2007
2007,1.911826,36,12,1,2.037354,2.042273,1.886226,-0.125528,-0.00491899999999967,-0.0256000000000001,2.994971,3.272799,-0.277828,2006
2007,1.388146,33,6,0,1.360127,1.378075,1.340073,0.028019,-0.0179479999999999,-0.048073,1.935983,2.325842,-0.389859,2006
2005,1.287442,29,6,0,1.308285,1.253867,1.208052,-0.0208429999999999,0.0544179999999999,-0.0793900000000001,3.155622,3.125837,0.029785,2004
2007,3.258949,39,16,0,2.45203,2.527788,3.2801,0.806919,-0.075758,0.0211510000000001,3.204734,3.150652,0.0540820000000002,2006
2008,1.727281,45,4,0,1.422506,1.462689,1.735281,0.304775,-0.0401829999999999,0.00800000000000001,3.660437,2.738224,0.922213,2007
2008,1.018725,33,6,1,0.9781355,0.9597461,1.061316,0.0405895000000001,0.0183894,0.0425909999999998,2.199117,2.191098,0.008019,2007
2004,1.893908,34,6,0,1.769769,1.485724,1.920599,0.124139,0.284045,0.026691,3.309139,3.764065,-0.454926,2003
2007,1.656891,40,12,0,1.428594,1.714324,1.583945,0.228297,-0.28573,-0.072946,3.35775,2.884972,0.472778,2006
2005,1.469259,34,6,0,1.198672,1.222372,1.365981,0.270587,-0.0237000000000001,-0.103278,4.104512,2.331424,1.773088,2004
2004,2.972393,36,16,0,2.471757,2.503457,2.98613,0.500636,-0.0316999999999998,0.0137370000000003,3.165914,3.50249,-0.336576,2003
2008,1.73135,39,12,0,2.193561,2.198593,1.82205,-0.462211,-0.00503199999999993,0.0907,3.511629,3.703577,-0.191948,2007
2006,1.627161,33,4,0,1.665703,1.682196,1.623564,-0.0385419999999999,-0.0164930000000001,-0.00359700000000007,2.978617,2.043897,0.93472,2005
2004,1.705038,28,9,0,1.487347,1.442099,1.705479,0.217691,0.045248,0.000440999999999914,3.665815,3.327554,0.338261,2003
2006,1.416016,31,4,0,1.323249,1.290904,1.475157,0.092767,0.0323449999999998,0.0591410000000001,3.576204,2.581248,0.994956,2005
2008,1.548013,31,6,0,1.276127,1.294237,1.558449,0.271886,-0.0181100000000001,0.0104359999999999,1.951644,2.51318,-0.561536,2007
2004,1.325055,27,6,1,1.363854,1.309426,1.306151,-0.0387989999999998,0.0544279999999999,-0.018904,2.209257,3.331137,-1.12188,2003
2008,1.018725,31,4,1,1.02506,1.054766,1.033473,-0.00633499999999998,-0.029706,0.014748,3.051145,2.284804,0.766341,2007
2007,1.230285,33,4,1,1.759062,1.395996,1.222215,-0.528777,0.363066,-0.00807000000000002,2.485095,3.65206,-1.166965,2006
2008,1.504877,36,12,1,1.490645,1.356451,1.623623,0.014232,0.134194,0.118746,1.805662,3.09458,-1.288918,2007
2005,1.843606,33,12,0,1.98926,1.94314,1.870427,-0.145654,0.0461199999999999,0.026821,3.471267,3.303409,0.167858,2004
2006,0.8422518,33,6,0,1.289509,1.257486,0.863245,-0.4472572,0.0320229999999999,0.0209932,2.119172,2.504011,-0.384839,2005
2006,1.222288,32,9,1,1.226796,1.249496,1.349906,-0.00450799999999996,-0.0226999999999999,0.127618,2.964094,2.955843,0.00825099999999956,2005
2005,1.846474,46,6,0,1.011891,0.9178078,1.766341,0.834583,0.0940832000000001,-0.080133,2.674502,2.38248,0.292022,2004
2004,1.52156,33,6,0,1.089131,0.98757,1.49886,0.432429,0.101561,-0.0226999999999999,2.940578,2.378805,0.561773,2003
2007,1.385876,32,9,0,1.398381,1.374615,1.452827,-0.012505,0.0237660000000002,0.066951,3.09458,3.345048,-0.250468,2006
2007,1.628193,31,6,0,1.102903,1.177634,1.721146,0.52529,-0.0747310000000001,0.0929530000000001,3.134334,2.640199,0.494135,2006
2005,1.118946,28,6,1,1.01263,1.004194,1.068939,0.106316,0.00843599999999989,-0.0500069999999999,2.505483,2.869008,-0.363525,2004
2006,1.103616,39,4,0,1.204302,1.335784,1.261238,-0.100686,-0.131482,0.157622,3.197952,2.378316,0.819636,2005
2007,1.357374,32,4,0,1.374006,1.374453,1.325804,-0.016632,-0.000446999999999864,-0.0315700000000001,3.543581,3.013308,0.530273,2006
2008,1.148627,33,4,0,0.8534692,0.8997502,1.185954,0.2951578,-0.046281,0.0373269999999999,1.99861,2.820318,-0.821708,2007
2007,0.9889918,31,6,1,0.9689416,0.8362417,1.018725,0.0200502,0.1326999,0.0297332000000001,1.859642,1.988441,-0.128799,2006
2004,1.889082,35,12,0,1.98761,1.716122,1.924463,-0.0985280000000002,0.271488,0.0353810000000001,3.309139,3.764065,-0.454926,2003
2004,2.072931,27,6,0,1.582345,1.773386,1.362649,0.490586,-0.191041,-0.710282,2.908962,3.141584,-0.232622,2003
2008,1.047553,34,6,1,1.645472,1.661388,1.075355,-0.597919,-0.015916,0.0278020000000001,2.991775,3.503522,-0.511747,2007
2006,1.471686,31,9,0,1.497158,1.596552,1.467189,-0.0254719999999999,-0.099394,-0.00449699999999997,2.119472,2.367431,-0.247959,2005
2006,1.82048,30,6,0,1.161832,1.184532,1.816081,0.658648,-0.0226999999999999,-0.00439900000000004,3.481261,3.223335,0.257926,2005
2007,1.298855,30,4,0,1.32788,1.332857,1.309508,-0.0290249999999999,-0.00497700000000001,0.0106529999999998,2.17688,3.005868,-0.828988,2006
2005,1.522489,29,9,0,2.190546,1.390642,1.638917,-0.668057,0.799904,0.116428,3.749367,2.480791,1.268576,2004
2007,2.641263,40,16,0,2.968626,2.996288,2.645405,-0.327363,-0.0276619999999999,0.00414199999999987,3.330418,2.19518,1.135238,2006
2006,0.8422518,30,9,1,0.9719329,0.9917604,0.863245,-0.1296811,-0.0198275,0.0209932,2.28447,2.314254,-0.0297840000000003,2005
2005,1.41744,32,6,0,1.818612,1.300797,1.411402,-0.401172,0.517815,-0.00603799999999999,3.138192,3.764065,-0.625873,2004
2005,1.374453,29,9,0,1.272297,1.295997,1.310253,0.102156,-0.0237000000000001,-0.0642,3.601275,3.202346,0.398929,2004
2008,1.236223,31,6,0,1.124261,1.118845,1.292768,0.111962,0.00541599999999987,0.0565449999999998,2.742813,2.447416,0.295397,2007
2007,2.002024,39,12,1,2.041124,2.096263,1.929942,-0.0390999999999999,-0.055139,-0.072082,2.64463,2.815844,-0.171214,2006
2007,1.095159,50,9,1,0.9772829,1.05451,1.141327,0.1178761,-0.0772271000000001,0.046168,2.655256,2.67176,-0.0165039999999999,2006
2008,0.9312144,32,6,1,0.9824055,1.039611,1.481605,-0.0511911,-0.0572055,0.5503906,1.979384,1.921934,0.05745,2007
2008,0.9700782,32,6,0,0.9824055,0.8500137,1.178655,-0.0123273,0.1323918,0.2085768,2.299252,2.574641,-0.275389,2007
2007,1.545014,33,6,0,1.457988,1.493998,1.469204,0.087026,-0.0360099999999999,-0.0758100000000002,3.09458,3.345048,-0.250468,2006
2004,1.263562,29,9,0,1.35014,1.338868,1.240862,-0.0865779999999998,0.0112719999999999,-0.0227000000000002,2.985255,3.586219,-0.600964,2003
2006,1.895704,38,4,0,1.926362,1.853752,1.871004,-0.0306579999999999,0.0726099999999998,-0.0247000000000002,3.62382,3.582399,0.0414209999999997,2005
2005,1.134217,28,9,0,1.156916,1.180616,1.103616,-0.022699,-0.0237000000000001,-0.0306010000000001,2.392462,2.491194,-0.098732,2004
2006,1.216945,29,6,0,1.414132,1.441586,1.261238,-0.197187,-0.0274540000000001,0.0442930000000001,3.212382,3.313191,-0.100809,2005
2007,1.574428,38,12,1,1.483857,1.629916,1.508625,0.090571,-0.146059,-0.0658029999999998,3.09458,3.098244,-0.00366400000000011,2006
2005,1.046478,28,6,0,1.173031,0.9448941,1.14859,-0.126553,0.2281369,0.102112,2.717898,2.601153,0.116745,2004
2007,1.596266,36,12,0,1.896702,1.884482,1.554751,-0.300436,0.0122200000000001,-0.041515,3.830052,3.503522,0.32653,2006
2005,1.163775,32,12,1,1.186475,1.210175,1.142837,-0.0226999999999999,-0.0237000000000001,-0.0209379999999999,3.223335,3.63204,-0.408705,2004
2006,3.281912,40,16,1,3.085065,3.107765,3.20461,0.196847,-0.0226999999999999,-0.077302,3.151242,4.073422,-0.92218,2005
2004,2.062834,32,12,1,2.072729,2.048874,2.087032,-0.00989499999999977,0.0238549999999997,0.0241980000000002,4.094103,4.298768,-0.204665,2003
2007,1.95364,36,12,1,1.63894,1.613948,1.915751,0.3147,0.0249920000000001,-0.0378890000000001,3.09458,3.098244,-0.00366400000000011,2006
2008,1.004126,33,4,1,0.8460526,0.8715794,1.090644,0.1580734,-0.0255268,0.0865179999999999,2.329302,1.884847,0.444455,2007
2007,1.266152,32,6,1,1.132944,1.212334,1.3754,0.133208,-0.0793900000000001,0.109248,2.655256,2.67176,-0.0165039999999999,2006
2006,1.092122,30,4,0,0.9669806,0.9320214,1.136832,0.1251414,0.0349592,0.04471,3.00034,2.165013,0.835327,2005
2006,1.543849,31,6,0,1.57039,1.59309,1.550304,-0.0265409999999999,-0.0226999999999999,0.00645499999999988,3.221452,2.367431,0.854021,2005
2006,1.981696,31,9,0,1.863503,1.770122,1.983599,0.118193,0.0933809999999999,0.00190299999999999,3.705524,3.333281,0.372243,2005
2007,1.38198,31,9,0,1.56357,1.926295,1.35638,-0.18159,-0.362725,-0.0256000000000001,1.720927,3.659163,-1.938236,2006
2005,1.647652,28,12,0,1.276298,1.298228,2.061117,0.371354,-0.02193,0.413465,3.822758,3.220513,0.602245,2004
2004,1.351679,26,6,0,1.214844,1.178061,1.328979,0.136835,0.036783,-0.0227000000000002,2.41709,2.716055,-0.298965,2003
2007,2.163921,33,16,0,1.713382,1.674212,2.123833,0.450539,0.0391699999999999,-0.0400880000000003,3.594299,3.546311,0.0479879999999997,2006
2008,2.279236,35,12,0,1.9263,1.98821,2.211109,0.352936,-0.0619100000000001,-0.068127,4.364883,3.309383,1.0555,2007
2005,1.414459,30,12,0,1.163674,1.187374,1.602948,0.250785,-0.0236999999999998,0.188489,4.266672,3.204973,1.061699,2004
2005,1.284171,29,6,0,1.684922,1.68813,1.527685,-0.400751,-0.00320799999999988,0.243514,3.425399,3.503522,-0.0781229999999997,2004
2004,1.612114,27,6,0,1.322394,1.332995,1.54135,0.28972,-0.0106009999999999,-0.070764,2.965485,2.509175,0.45631,2003
2007,1.411094,34,12,1,1.412571,1.423298,1.410991,-0.00147699999999995,-0.0107269999999999,-0.000102999999999964,3.25181,2.660219,0.591591,2006
2008,1.443279,34,9,0,1.416816,1.431431,1.444242,0.0264629999999999,-0.0146149999999998,0.000963000000000047,2.739861,3.503522,-0.763661,2007
2005,1.204302,36,6,0,0.920477,0.8073178,1.078392,0.283825,0.1131592,-0.12591,2.452656,2.551583,-0.0989269999999998,2004
2005,1.241186,32,9,0,1.251282,1.246276,1.22051,-0.0100960000000001,0.00500600000000007,-0.0206759999999999,2.634495,2.485095,0.1494,2004
2004,1.139567,27,6,1,1.097322,1.102051,1.369794,0.0422450000000001,-0.00472899999999998,0.230227,2.75265,2.66879,0.08386,2003
2007,1.285921,30,4,0,1.117519,1.301643,1.248931,0.168402,-0.184124,-0.0369900000000001,2.051993,2.551287,-0.499294,2006
2007,1.716922,33,6,0,1.698258,1.527145,1.698812,0.018664,0.171113,-0.0181100000000001,3.09458,3.345048,-0.250468,2006
2008,2.163857,39,9,0,1.532977,1.596678,2.358233,0.63088,-0.063701,0.194376,3.501988,2.842031,0.659957,2007
2006,0.9239052,30,6,0,1.239949,1.080717,0.8992052,-0.3160438,0.159232,-0.0246999999999999,2.602407,3.610991,-1.008584,2005
2005,0.9471638,28,9,0,1.183558,1.146025,1.184274,-0.2363942,0.037533,0.2371102,2.674492,2.938746,-0.264254,2004
2008,1.524477,35,12,1,1.708827,1.733527,1.746847,-0.18435,-0.0246999999999999,0.22237,2.467706,3.022296,-0.55459,2007
2007,1.819722,44,6,0,1.834059,1.75509,1.726267,-0.014337,0.0789690000000001,-0.0934550000000001,3.09458,3.345048,-0.250468,2006
2007,2.372756,37,6,0,2.166129,1.954272,2.393676,0.206627,0.211857,0.0209200000000003,3.000012,3.304348,-0.304336,2006
2006,1.599248,31,6,0,1.459743,1.683559,1.617905,0.139505,-0.223816,0.0186569999999999,3.501545,3.982953,-0.481408,2005
2005,1.401691,31,9,0,1.497398,1.006263,1.475387,-0.095707,0.491135,0.073696,3.277795,2.643832,0.633963,2004
2008,0.9721065,38,9,0,1.057716,1.128936,1.130843,-0.0856095000000001,-0.0712199999999998,0.1587365,2.838902,2.341796,0.497106,2007
